pid,x,y,t,r,Ibg,Ipeak
11,3.3125098248813156,17.5023317718322,1.9000000000000001,0.33901866465453095,127.065,180.905
11,3.3424613030674593,17.50117898575785,1.92,0.3486968277423209,125.96700000000001,187.80599999999998
11,3.3425765816748934,17.555988723656217,1.94,0.3649301516437682,126.71600000000001,182.37099999999998
11,3.3356808249756345,17.508724494608103,1.96,0.33961811341319,126.37700000000001,186.82299999999998
11,3.3273598054935496,17.508619695874074,1.98,0.34588507770826127,126.75200000000001,178.43200000000002
11,3.325431508787374,17.501388583225914,2.0,0.319584787415768,126.40100000000001,186.183
11,3.3322643862462145,17.49352867817357,2.02,0.3482944006036407,126.335,184.604
11,3.338133115351966,17.51888997180914,2.04,0.3273765732909946,126.711,186.058
11,3.3375776820616005,17.50998207941648,2.06,0.3245669192316157,126.685,191.003
11,3.29601450414479,17.495729451588225,2.08,0.3596095199169994,126.756,179.81900000000002
11,3.2992318252795507,17.483887194642687,2.1,0.33997547709623666,125.93799999999999,186.613
11,3.319531340061412,17.481896018696098,2.12,0.3291068003898513,126.27600000000001,186.674
11,3.3305771266283104,17.496463042726443,2.14,0.35209125873759445,126.479,183.627
11,3.2863520608671046,17.49269028830132,2.16,0.3604447658272288,126.25299999999999,175.429
11,3.3029417004642583,17.486087968057348,2.18,0.3325022793724652,126.12299999999999,188.53599999999997
11,3.2704121734209455,17.503484557906543,2.2,0.36598652288280364,126.10700000000001,177.171
11,3.3038324897035247,17.5020173756301,2.22,0.31765125077289064,126.234,186.115
11,3.296486098447931,17.507152513597635,2.24,0.3383070812504585,126.006,186.922
11,3.2869808532712925,17.5294746439463,2.2600000000000002,0.3262101633812264,126.016,180.84799999999998
11,3.2947673992098174,17.50107418702382,2.2800000000000002,0.3283658733402501,126.02,182.53799999999998
11,3.3330294170046426,17.49803502373691,2.3000000000000003,0.3067595183450184,126.361,196.05599999999998
11,3.33660305383511,17.49950220601335,2.32,0.33794971756741177,126.309,182.02900000000002
11,3.336655453202125,17.51637480219239,2.34,0.34757548128818605,126.01899999999999,182.852
11,3.3158214648767044,17.498978212343197,2.36,0.3288783391496631,125.73299999999999,189.04
11,3.2848010396034417,17.509458085746324,2.38,0.3423313526372601,126.119,187.037
11,3.264239527986502,17.494052671843725,2.4,0.3396600329068025,126.48700000000001,188.82
11,3.270244495446495,17.489965521216504,2.42,0.3265622871275715,126.251,192.783
11,3.2882908374466835,17.490279917418597,2.44,0.31708638559646196,126.289,194.77200000000002
11,3.307448046027604,17.492585489567286,2.46,0.31897171482168496,126.367,195.358
11,3.286624537575586,17.491013508556815,2.48,0.33591138219050315,126.193,189.217
11,3.3029521803376616,17.50191257689607,2.5,0.3030202995147819,126.109,196.955
11,3.274384045440731,17.46932017061234,2.52,0.3527839783695413,126.09100000000001,183.395
11,3.266513660514981,17.49761582880079,2.54,0.34604437178398884,125.954,181.33599999999998
11,3.280630049988996,17.471520944026995,2.56,0.33716896699887866,126.00299999999999,181.13099999999997
11,3.2937822911099235,17.49122310602488,2.58,0.34101612852516744,125.431,189.75900000000001
11,3.303560012995043,17.479485647813373,2.6,0.31420127644858054,125.787,194.49900000000002
11,3.272591987088796,17.492899885769383,2.62,0.3435878894582954,126.085,184.274
11,3.2772555307531883,17.481686421228034,2.64,0.34051833453851876,126.053,179.877
11,3.2832500183397784,17.46219385669821,2.66,0.3429852967376154,125.49,183.987
11,3.2845390427683636,17.450561197220736,2.68,0.331433332285346,125.91,187.988
11,3.283208098846166,17.452552373167336,2.7,0.3085044172666394,125.84700000000001,196.002
11,3.285922386057577,17.46355624024062,2.72,0.3210121461732742,125.94200000000001,189.108
11,3.26778172519676,17.45234277569927,2.74,0.3189947705431719,125.905,195.898
11,3.2979847203445782,17.46376583770868,2.7600000000000002,0.3328481151947685,126.25299999999999,190.38299999999998
11,3.329151863845485,17.46711939719768,2.7800000000000002,0.3535909286215822,126.162,183.146
11,3.299829178063529,17.49122310602488,2.8000000000000003,0.35687951289548425,125.635,188.81
11,3.283606334035485,17.45475314658199,2.82,0.31724463168484923,125.67200000000001,195.09
11,3.2983829555338975,17.456115530124393,2.84,0.3566929711489085,126.186,187.195
11,3.312226868299431,17.483887194642687,2.86,0.33314679158675764,125.664,184.497
11,3.351065279131428,17.47518889971809,2.88,0.3223493780195136,125.79,183.958
11,3.3093344232401676,17.450456398486708,2.9,0.34437911990023157,125.93,188.94099999999997
11,3.28610054390543,17.442177298498233,2.92,0.35945022584127184,125.16799999999999,179.2
11,3.2684314773477534,17.43117343142495,2.94,0.3208245564393582,125.37,190.457
11,3.3112312803261337,17.459154693411303,2.96,0.32856708690959013,125.917,184.649
11,3.271774556963352,17.444692468114987,2.98,0.38248813154337097,125.04700000000001,176.546
11,3.3011706018591296,17.486087968057348,3.0,0.33328407792833864,125.45,177.872
11,3.2886576330157933,17.458945095943243,3.02,0.3356892088743568,125.52,185.826
11,3.3135473323482256,17.437146959264734,3.04,0.31059829597258465,125.432,198.648
11,3.316104421458589,17.48315360350447,3.06,0.31494010752350116,125.56,196.78599999999997
11,3.2966118569287683,17.44123410989195,3.08,0.3511396862325903,125.49700000000001,181.571
11,3.3688286645497323,17.490908709822786,3.1,0.34941050712107397,125.363,181.56599999999997
11,3.360224688485763,17.489441527546347,3.12,0.37332977017637625,125.469,178.965
11,3.3400614120581427,17.47089215162281,3.14,0.34104966412005744,125.116,177.312
11,3.3525429412812695,17.442491694700326,3.16,0.34861613271711683,124.98200000000001,180.575
11,3.347502122174364,17.39973381121556,3.18,0.3419069177644334,124.926,184.791
11,3.3519770281175005,17.44668364406158,3.2,0.36314647719055554,125.376,183.46599999999998
11,3.3590195030444034,17.442596493434362,3.22,0.37271250563293196,125.066,178.645
11,3.398790622609279,17.47518889971809,3.24,0.34953102566520994,125.55799999999999,183.81900000000002
11,3.4016201884281236,17.480219238951594,3.2600000000000002,0.32192179918466585,125.67200000000001,194.3
11,3.3868330870563086,17.456115530124393,3.2800000000000002,0.31605097410423283,125.33200000000001,193.044
11,3.351767430649438,17.38967313274856,3.3000000000000003,0.3438991416983682,125.508,184.842
11,3.395636180714937,17.40361136437472,3.3200000000000003,0.3471133188711081,125.064,186.312
11,3.4032760084258187,17.391035516290962,3.34,0.3257983043564834,125.296,185.27599999999998
11,3.4028358537428867,17.4524475744333,3.36,0.3482241854518398,125.381,188.019
11,3.442324016725878,17.415244023852193,3.38,0.3373838044036428,125.13799999999999,187.96599999999998
11,3.4373251171125854,17.414091237777846,3.4,0.31751082046928875,125.34299999999999,192.162
11,3.3565776925414736,17.398476226407187,3.42,0.35659760430094006,124.697,178.294
11,3.341654352815418,17.366093417591514,3.44,0.3545624128860523,124.678,179.715
11,3.3515263935611657,17.402772974502472,3.46,0.325699793546494,124.846,185.532
11,3.3456576644554135,17.401620188428126,3.48,0.3402993051843934,124.846,189.446
11,3.361859548736651,17.405812137789376,3.5,0.32547447626832665,125.176,188.935
11,3.3633581706332984,17.41178566562916,3.52,0.3663983819075466,124.803,175.713
11,3.3689439431571664,17.42299913017051,3.54,0.3729241990756752,124.73200000000001,183.785
11,3.3992517370390165,17.41367204284172,3.56,0.330304649919829,124.991,184.487
11,3.3632848115194767,17.39166430869515,3.58,0.3234204210813133,124.45299999999999,190.832
11,3.3287745884029722,17.409270496012407,3.6,0.352903448926337,124.949,184.74599999999998
11,3.3510233596378156,17.43997652508358,3.62,0.36645497322392345,124.711,175.90400000000002
11,3.3603504469666006,17.41671120612863,3.64,0.33273283658733405,124.848,186.592
11,3.334276521939615,17.41367204284172,3.66,0.36060405990295635,124.837,183.239
11,3.3639869630374863,17.400257804885715,3.68,0.3601670491820459,124.94,182.55900000000003
11,3.3416019534484023,17.381289234026056,3.7,0.3477903186929502,124.48100000000001,180.37099999999998
11,3.3467266115425325,17.414615231448003,3.72,0.3279644941889102,125.396,184.101
11,3.3483509919200176,17.3804508441538,3.74,0.3343163454585469,125.228,187.011
11,3.32528479055973,17.384014001110867,3.7600000000000002,0.3656710786933694,124.681,178.507
11,3.3165760157617297,17.362215864432358,3.7800000000000002,0.3363945043543874,124.59299999999999,178.542
11,3.322528583854707,17.37615409605852,3.8000000000000003,0.34432567254587565,124.882,177.97099999999998
11,3.2903868121273097,17.36158707202817,3.8200000000000003,0.36735938629861353,125.087,178.90400000000002
11,3.316701774242567,17.402458578300372,3.84,0.3315391790067176,124.941,187.517
11,3.3482357133125835,17.43683256306264,3.86,0.33890024208507563,124.45200000000001,180.565
11,3.3620901059515202,17.374791712516114,3.88,0.35468502740486896,124.54,182.34400000000002
11,3.361440353800526,17.348382431540227,3.9,0.33005942088219575,124.2,181.507
11,3.3688496242965384,17.380136447951706,3.92,0.33452279896458853,124.527,183.454
11,3.3580134351977025,17.39313149097159,3.94,0.34215109881472633,124.225,184.666
11,3.372045985684493,17.407384118799843,3.96,0.34084216262667544,124.141,185.04
11,3.3700862493581076,17.437670952934887,3.98,0.3201559405162386,125.134,186.613
11,3.416585447647792,17.392817094769498,4.0,0.2994309428742101,124.44200000000001,188.832
11,3.3822743421259474,17.399209817545405,4.0200000000000005,0.32044832898418585,124.57600000000001,185.08900000000003
11,3.3988954213433105,17.394598673248026,4.04,0.3342534662181281,124.209,183.85299999999998
11,3.357898156590269,17.3703901656868,4.0600000000000005,0.35526037245470077,124.38,178.669
11,3.36584190062984,17.370075769484707,4.08,0.34244663124469454,124.40700000000001,182.239
11,3.3833328093396635,17.40224898083231,4.1,0.31286718856436213,124.04799999999999,193.614
11,3.401389631213255,17.378983661877363,4.12,0.35089550518229745,124.396,180.6
11,3.377380241246686,17.35173599102923,4.14,0.34071011622179603,124.23100000000001,182.305
11,3.294798838830027,17.35278397836954,4.16,0.3411848544869578,124.305,183.54
11,3.3322958258664235,17.379822051749617,4.18,0.33197199777826686,124.87100000000001,187.467
11,3.3173200867733517,17.417759193468942,4.2,0.36516909275735954,124.84,174.359
11,3.337755839909454,17.399105018811373,4.22,0.3290365852380503,124.527,187.62900000000002
11,3.3704216053070075,17.399105018811373,4.24,0.3290743127823016,124.29700000000001,181.65400000000002
11,3.379245658712443,17.406964923863722,4.26,0.3395919137296821,124.134,179.917
11,3.389421615786881,17.429287054212388,4.28,0.3205824713637459,124.295,186.22
11,3.382379140859978,17.41838798587313,4.3,0.32343404491673744,124.25,173.824
11,3.3661143773383215,17.41178566562916,4.32,0.35969335890422444,124.09700000000001,180.30200000000002
11,3.387818195156203,17.39386508210981,4.34,0.3417203760178577,124.689,180.31799999999998
11,3.358988063424194,17.430439840286727,4.36,0.32531727816727973,124.51100000000001,181.65900000000002
11,3.3624569015206296,17.408222508672093,4.38,0.3087223986334245,124.446,179.692
11,3.39290093375672,17.42079835675585,4.4,0.33571645654520493,124.277,179.983
11,3.411240712212197,17.447731631401894,4.42,0.33044927217279213,124.546,175.822
11,3.397973192483835,17.443015688370483,4.44,0.3260760210016663,124.2,183.805
11,3.3724861403674242,17.42572389725532,4.46,0.3222120916779325,124.63,184.301
11,3.4274321166200314,17.4507707946888,4.48,0.37459154693411306,124.586,171.766
11,3.440374760272896,17.43609897192442,4.5,0.37115414845788663,124.73299999999999,176.426
11,3.4260802129510277,17.45475314658199,4.5200000000000005,0.3225967030318274,124.551,182.993
11,3.4311943911717546,17.47099695035684,4.54,0.3085358568868488,124.87299999999999,190.925
11,3.444849666216032,17.463975435176742,4.5600000000000005,0.2941082151727607,124.445,185.963
11,3.417235199798786,17.473197723771495,4.58,0.3376845767703126,124.73100000000001,181.31099999999998
11,3.4292241749719663,17.47403611364375,4.6000000000000005,0.3251286404460234,124.556,184.301
11,3.4031292901981742,17.475922490856313,4.62,0.31728131124176023,124.569,189.13099999999997
11,3.4409825929302778,17.46135546682596,4.64,0.32381551230861133,124.87,182.11
11,3.403338887666237,17.42981104788254,4.66,0.34062418125989036,123.90100000000001,178.532
11,3.397061443497763,17.40539294285325,4.68,0.3236111547772503,124.41,190.043
11,3.4392010144517453,17.44008132381761,4.7,0.331929030297314,123.69200000000001,182.231
11,3.428406744846522,17.456325127592457,4.72,0.3565892204022175,124.41799999999999,176.364
11,3.439557330147452,17.445530857987237,4.74,0.3420169564351663,123.87799999999999,184.582
11,3.4085788243678015,17.484935181983,4.76,0.3266021106465034,123.93700000000001,190.33
11,3.4339505978767777,17.487135955397658,4.78,0.3233051424738789,124.28399999999999,184.21900000000002
11,3.4641116735309843,17.501807778162043,4.8,0.299638444367592,124.365,186.519
11,3.5486947317676396,17.509458085746324,4.82,0.3174227895327025,124.12100000000001,185.90400000000002
11,3.492554049947077,17.525597090787144,4.84,0.3354303560012995,124.461,185.59799999999998
11,3.49119166640467,17.550224793284496,4.86,0.3098479370369206,124.19200000000001,190.155
11,3.4802401986983993,17.545194454050996,4.88,0.3355875541023465,124.465,177.457
11,3.4674233135263726,17.509562884480356,4.9,0.3145397763595016,124.486,181.188
11,3.487544670460381,17.545823246455182,4.92,0.3450477358233513,124.089,182.0
11,3.5426373649406315,17.553263956571406,4.94,0.337458211504805,124.25299999999999,183.41099999999997
11,3.5483279361985307,17.596545833726328,4.96,0.3323901447270517,124.665,178.05
11,3.5592689240313975,17.600528185619517,4.98,0.30744595005292336,124.696,192.215
11,3.5485060940463837,17.58208360843001,5.0,0.3191655924796428,124.226,183.75400000000002
11,3.562266167824693,17.623059913436244,5.0200000000000005,0.345183974177592,124.58,182.764
11,3.557979899602813,17.658586684272855,5.04,0.3356787290009537,125.36,183.72400000000002
11,3.584410140325505,17.602833757768206,5.0600000000000005,0.35393781243122585,124.441,175.84400000000002
11,3.5719914903427967,17.62903344127603,5.08,0.3165749677743893,125.02600000000001,190.093
11,3.5598977164355854,17.620754341287558,5.1000000000000005,0.3362656019115289,124.039,176.933
11,3.554825457708471,17.6202303476174,5.12,0.3293321176680186,124.509,182.485
11,3.5785414112197524,17.560599867953595,5.14,0.3403716163108749,124.22399999999999,177.607
11,3.563691430607518,17.585856362855136,5.16,0.3453904276836336,124.344,187.8
11,3.5241823078777212,17.5964410349923,5.18,0.3225348717787489,124.676,179.13400000000001
11,3.542595445447019,17.60063298435355,5.2,0.36381299713899456,124.359,177.72400000000002
11,3.5590278869431256,17.587009148929482,5.22,0.31215770113497027,124.685,188.12599999999998
11,3.536590477987026,17.619496756479183,5.24,0.3512507728906635,124.494,178.829
11,3.559436602005848,17.610693662820555,5.26,0.3338300793326417,124.499,182.55900000000003
11,3.535720648494566,17.618343970404837,5.28,0.3699646828266315,124.12299999999999,175.43900000000002
11,3.5495331216398904,17.62421269951059,5.3,0.3405937896270213,124.336,180.065
11,3.5774724641326334,17.66959055134614,5.32,0.3147818614351139,125.126,185.517
11,3.5773467056517956,17.64443885517863,5.34,0.33884469875603906,124.08,181.507
11,3.644155898596745,17.645696439987006,5.36,0.3514456985359617,124.244,180.859
11,3.6405403422726654,17.653137150103223,5.38,0.35499942360696285,124.094,178.38400000000001
11,3.558158057450666,17.636788547594346,5.4,0.3386592049968037,124.021,187.18400000000003
11,3.586548034499743,17.635321365317907,5.42,0.3299368063633792,124.095,188.595
11,3.5669087517422793,17.610169669150395,5.44,0.3558734450487838,124.334,181.451
11,3.5393990840590646,17.6339589817755,5.46,0.3052797602204965,124.12700000000001,188.419
11,3.5674746649060483,17.6202303476174,5.48,0.3589367120445185,124.14299999999999,180.75099999999998
11,3.5482755368315155,17.593611469173453,5.5,0.3228251642720156,124.234,185.94
11,3.5426688045608405,17.55997107554941,5.5200000000000005,0.3790224374089561,124.26100000000001,175.55700000000002
11,3.5409920248163402,17.58753314259964,5.54,0.31617568459773004,124.436,185.04
11,3.539262845704824,17.620335146351433,5.5600000000000005,0.3273765732909946,124.211,186.08
11,3.5559887236562187,17.57464289831379,5.58,0.33738170842896215,124.103,182.075
11,3.5703566300919083,17.598851405875017,5.6000000000000005,0.3168904119638235,124.191,184.62599999999998
11,3.579306441978181,17.56657339579338,5.62,0.33844646356672015,123.915,179.352
11,3.5928254786682174,17.60000419194936,5.64,0.33245721591683175,124.039,177.99900000000002
11,3.556659435554019,17.52601628572327,5.66,0.37994152230641054,123.863,169.60299999999998
11,3.556449838085956,17.50652372119345,5.68,0.3303580972741849,124.051,175.333
11,3.5327024449544653,17.53303780090337,5.7,0.3390144727051697,123.67299999999999,180.005
11,3.505622452080779,17.506942916129574,5.72,0.3257354251160646,124.01700000000001,184.03599999999997
11,3.472967166556628,17.475922490856313,5.74,0.3153383427128201,124.14299999999999,184.296
11,3.483918634262898,17.48629756552541,5.76,0.32811854832793624,124.256,185.454
11,3.459060374550676,17.438718940275205,5.78,0.3305289192106559,123.551,181.907
11,3.4785738988273023,17.43840454407311,5.8,0.3471007430230243,123.9,176.361
11,3.4419677010301717,17.413881640309786,5.82,0.35495121618930847,123.36399999999999,171.88
11,3.425294222445793,17.39732344033284,5.84,0.29874346317896483,123.774,185.253
11,3.3651502289852337,17.338321753073224,5.86,0.3149516353842446,123.448,179.082
11,3.3704949644208297,17.305414950587398,5.88,0.3276249462906488,123.92399999999999,180.99599999999998
11,3.3402395699059957,17.302899780970645,5.9,0.3285314553400195,123.81200000000001,179.106
11,3.338803827249767,17.2863415809937,5.92,0.33708093606229234,123.54,178.44799999999998
11,3.3348738747235935,17.267163412665973,5.94,0.3521027865983379,123.189,169.979
11,3.3127508619695876,17.186992381132036,5.96,0.3209461229708345,123.35600000000001,174.329
11,3.300573249075151,17.238867754477525,5.98,0.3722786388740424,123.34700000000001,170.232
11,3.307458525901007,17.231322245627272,6.0,0.3429832007629348,123.34299999999999,177.15900000000002
11,3.2846752811226043,17.219584787415766,6.0200000000000005,0.3258213600779703,123.20100000000001,180.25400000000002
11,3.2646063235556113,17.187411576068165,6.04,0.35138281929554294,123.06299999999999,177.382
11,3.255153477745989,17.14350090650905,6.0600000000000005,0.35301348759706985,123.40100000000001,182.24599999999998
11,3.229834103604029,17.131868247031576,6.08,0.3514477945106423,123.135,178.22
11,3.235210278659834,17.114890852118506,6.1000000000000005,0.3549637920373922,123.315,171.338
11,3.219165592479643,17.072028169899706,6.12,0.3514194988524539,122.13,173.375
11,3.2167866612171325,17.052221209167794,6.140000000000001,0.3681286090064032,123.264,170.016
11,3.2229173871579633,17.00642416239612,6.16,0.3254189329392901,123.065,175.415
11,3.168946039131847,17.001393823162616,6.18,0.3524863499648924,122.67,169.467
11,3.1713144905209543,16.94721287766844,6.2,0.3858668427285399,122.31,167.524
11,3.090850022531728,16.89345112711038,6.22,0.3962964127393341,122.65299999999999,166.937
11,3.112113685666677,16.858553148677967,6.24,0.3635216566583876,122.344,174.60299999999998
11,3.115750201737563,16.84912126261515,6.26,0.3407247880445604,122.51299999999999,177.237
11,3.091080579746597,16.829419100617265,6.28,0.3325389589293761,122.721,173.74900000000002
11,3.0540237473931313,16.767063853868645,6.3,0.3711604363819285,121.863,169.916
11,3.0435438739900023,16.717598851405878,6.32,0.36495530333993564,122.125,170.179
11,3.0398235189318914,16.725144360256127,6.34,0.318147996772199,121.617,173.095
11,3.0100921180872136,16.712882908374468,6.36,0.29820584567338426,122.12299999999999,186.738
11,2.9439012376730487,16.650318064157783,6.38,0.3553609792393708,121.85799999999999,174.63
11,2.93084331541275,16.65660598819966,6.4,0.34434453631800127,121.375,175.764
11,2.901614948491422,16.64685970593475,6.42,0.3574674337933998,121.649,169.46900000000002
11,2.8388300269332745,16.601377055365173,6.44,0.31275714989362924,121.36,178.442
11,2.835874702633592,16.55966715922072,6.46,0.3909275735949109,121.574,162.424
11,2.793651292692384,16.538602613680425,6.48,0.36504857421322356,121.368,171.40400000000002
11,2.789239265989667,16.534201066851114,6.5,0.36243803774850397,121.65899999999999,171.265
11,2.8312111589691997,16.55180725416837,6.5200000000000005,0.36391779587302586,121.53200000000001,169.799
11,2.851814590079752,16.583875666781946,6.54,0.3524150868257512,122.021,173.18
11,2.875415264983599,16.599700275620673,6.5600000000000005,0.3566688674400813,121.333,168.917
